client_id,bureau_account_id,account_type,opened_days_ago,credit_limit,current_balance,max_dpd_last_12m,bureau_status
2065,B2065_5711,credit_card,644.0,49278.82,11816.2,7.0,closed
2065,B2065_5712,consumer,1617.0,50933.61,7226.86,15.0,active
2066,B2066_5713,credit_card,918.0,42027.44,8555.66,,active
2067,B2067_5714,microloan,2916.0,70124.29,24438.85,0.0,active
2068,B2068_5715,consumer,2411.0,46622.17,17314.05,0.0,closed
2069,B2069_5716,mortgage,2541.0,129049.89,5944.79,0.0,active
2069,B2069_5717,consumer,2896.0,70253.76,26682.01,0.0,active
2070,B2070_5718,credit_card,2984.0,21605.14,15887.58,60.0,active
2070,B2070_5719,consumer,2111.0,77511.99,42533.32,0.0,closed
2070,B2070_5720,auto,2076.0,114531.98,31072.46,3.0,active
2071,B2071_5721,microloan,2317.0,57653.29,15207.33,0.0,active
2071,B2071_5722,consumer,1875.0,68123.6,16133.61,0.0,active
2071,B2071_5723,consumer,1928.0,29002.22,5982.47,0.0,closed
2071,B2071_5724,auto,1601.0,54376.04,33847.29,3.0,active
2071,B2071_5725,auto,1780.0,47758.7,11298.78,30.0,active
2072,B2072_5726,credit_card,,105661.26,32722.1,3.0,closed
2072,B2072_5727,credit_card,2795.0,15216.53,11678.15,0.0,
2073,B2073_5728,credit_card,,43711.45,25492.2,0.0,closed
2073,B2073_5729,consumer,2611.0,41159.52,8148.48,0.0,closed
2074,B2074_5730,consumer,582.0,87809.06,9855.43,0.0,active
2075,B2075_5731,consumer,769.0,34267.01,5270.38,15.0,active
2075,B2075_5732,auto,1208.0,72316.7,44729.92,0.0,active
2076,B2076_5733,credit_card,2200.0,42716.58,7651.75,0.0,active
2077,B2077_5734,consumer,1914.0,136862.31,22748.87,15.0,active
2077,B2077_5735,microloan,847.0,129446.58,,1.0,active
2077,B2077_5736,consumer,,87240.38,,0.0,closed
2077,B2077_5737,microloan,1191.0,26625.32,,0.0,closed
2078,B2078_5738,credit_card,2479.0,82812.39,54794.5,0.0,active
2078,B2078_5739,consumer,2751.0,49394.4,27920.94,7.0,active
2078,B2078_5740,auto,1823.0,202873.64,117714.36,0.0,active
2078,B2078_5741,credit_card,1612.0,5547.69,2365.13,0.0,active
2078,B2078_5742,consumer,2574.0,35481.53,28618.49,0.0,active
2079,B2079_5743,auto,1191.0,,9565.35,1.0,active
2079,B2079_5744,microloan,2556.0,30790.97,3836.97,0.0,active
2080,B2080_5745,credit_card,304.0,114270.3,93356.87,60.0,active
2080,B2080_5746,mortgage,717.0,90753.99,25645.0,1.0,closed
2080,B2080_5747,consumer,212.0,24461.81,15281.32,90.0,active
2081,B2081_5748,credit_card,1629.0,49711.04,27576.65,60.0,active
2082,B2082_5749,credit_card,2307.0,135284.35,106399.43,0.0,active
2082,B2082_5750,consumer,2729.0,97856.23,50413.52,0.0,active
2083,B2083_5751,credit_card,1905.0,48737.31,12806.47,0.0,active
2083,B2083_5752,,2157.0,25176.38,9367.86,0.0,active
2083,B2083_5753,microloan,1567.0,42456.74,16617.95,0.0,closed
2084,B2084_5754,consumer,608.0,44656.55,23316.83,15.0,active
2084,B2084_5755,credit_card,959.0,142624.4,56485.59,0.0,
2084,B2084_5756,auto,654.0,48843.27,13625.16,0.0,active
2084,B2084_5757,microloan,2241.0,76884.78,35762.6,7.0,active
2085,B2085_5758,credit_card,836.0,57807.13,35791.53,15.0,active
2086,B2086_5759,consumer,2971.0,170960.82,10087.64,15.0,active
2086,B2086_5760,consumer,1012.0,77459.13,22844.6,3.0,active
2087,B2087_5761,credit_card,1327.0,9326.56,2256.08,0.0,active
2087,B2087_5762,auto,368.0,60474.33,48240.87,7.0,active
2087,B2087_5763,credit_card,1834.0,39629.39,18182.94,90.0,active
2088,B2088_5764,microloan,1251.0,28857.38,4688.1,0.0,active
2088,B2088_5765,microloan,2093.0,81416.16,23396.02,0.0,active
2088,B2088_5766,microloan,2934.0,34808.42,18867.82,30.0,active
2089,B2089_5767,credit_card,2800.0,29297.07,9016.37,1.0,active
2089,B2089_5768,,923.0,37772.0,30492.48,0.0,closed
2090,B2090_5769,microloan,2625.0,25767.52,15434.71,0.0,active
2090,B2090_5770,consumer,1576.0,172421.85,145230.16,0.0,active
2091,B2091_5771,credit_card,713.0,291704.21,131252.91,15.0,active
2091,B2091_5772,microloan,2688.0,104154.82,47114.45,60.0,active
2092,B2092_5773,microloan,76.0,23601.76,11295.49,7.0,active
2093,B2093_5774,consumer,750.0,46512.71,36589.6,,active
2093,B2093_5775,consumer,717.0,107939.7,60656.66,0.0,
2094,B2094_5776,consumer,2949.0,34021.71,2530.62,3.0,closed
2094,B2094_5777,credit_card,952.0,80672.16,43810.98,0.0,active
2095,B2095_5778,credit_card,1687.0,143080.82,111253.83,0.0,closed
2096,B2096_5779,microloan,690.0,54576.91,31350.12,0.0,active
2097,B2097_5780,microloan,2298.0,80281.75,49106.49,0.0,active
2097,B2097_5781,auto,2020.0,12900.89,,0.0,active
2097,B2097_5782,credit_card,171.0,47584.26,27952.64,60.0,active
2097,B2097_5783,credit_card,1490.0,132783.4,17704.91,0.0,active
2098,B2098_5784,credit_card,2768.0,67834.31,7179.39,15.0,closed
2098,B2098_5785,credit_card,859.0,,20538.04,0.0,active
2098,B2098_5786,microloan,2842.0,364680.74,117185.36,3.0,closed
2098,B2098_5787,microloan,557.0,63922.59,38449.96,0.0,closed
2098,B2098_5788,credit_card,345.0,44947.77,24120.11,15.0,closed
2098,B2098_5789,microloan,1760.0,55217.1,22333.24,7.0,closed
2099,B2099_5790,credit_card,961.0,98860.72,24075.56,0.0,closed
2099,B2099_5791,consumer,944.0,18337.66,10042.26,0.0,active
2100,B2100_5792,credit_card,1539.0,76031.88,39516.72,0.0,closed
2101,B2101_5793,microloan,1539.0,42170.54,12557.38,1.0,
2101,B2101_5794,microloan,1837.0,17850.26,5163.7,0.0,active
2103,B2103_5795,microloan,934.0,66403.68,38642.31,0.0,active
2103,B2103_5796,auto,586.0,29185.41,5358.1,1.0,
2103,B2103_5797,consumer,322.0,128625.05,48250.4,30.0,active
2103,B2103_5798,microloan,1682.0,53608.26,28086.38,0.0,active
2103,B2103_5799,mortgage,2742.0,36491.75,15887.73,0.0,closed
2104,B2104_5800,credit_card,1966.0,42243.28,10845.21,15.0,active
2104,B2104_5801,microloan,1886.0,113438.74,37212.29,7.0,closed
2104,B2104_5802,mortgage,1504.0,51457.97,17814.35,0.0,closed
2104,B2104_5803,credit_card,1948.0,28759.48,6484.42,30.0,active
2104,B2104_5804,consumer,2561.0,58769.05,,90.0,active
2104,B2104_5805,microloan,2038.0,60553.6,24489.39,15.0,closed
2105,B2105_5806,credit_card,2778.0,823503.73,521268.88,0.0,
2105,B2105_5807,mortgage,807.0,39152.95,31271.72,3.0,active
2105,B2105_5808,credit_card,808.0,34798.28,13065.53,0.0,active
2105,B2105_5809,credit_card,788.0,124323.26,63014.25,3.0,closed
2105,B2105_5810,,2412.0,35561.76,5618.93,0.0,active
2106,B2106_5811,consumer,,33922.53,7167.38,90.0,active
2106,B2106_5812,consumer,242.0,60326.74,44098.44,1.0,closed
2107,B2107_5813,consumer,657.0,95978.82,37457.12,30.0,active
2107,B2107_5814,consumer,2137.0,87659.03,45452.46,7.0,closed
2108,B2108_5815,consumer,1003.0,68333.6,14821.95,1.0,active
2108,B2108_5816,mortgage,96.0,82425.04,53322.0,0.0,active
2108,B2108_5817,auto,2681.0,127184.11,38495.1,3.0,active
2109,B2109_5818,microloan,2871.0,157479.66,32675.31,3.0,active
2109,B2109_5819,credit_card,2085.0,60120.88,10913.13,60.0,active
2109,B2109_5820,consumer,2892.0,16049.06,9419.07,30.0,active
2109,B2109_5821,consumer,1090.0,57332.73,10251.3,0.0,active
2109,B2109_5822,credit_card,693.0,29261.72,19101.42,0.0,active
2110,B2110_5823,microloan,2630.0,165604.24,51712.98,0.0,closed
2110,B2110_5824,mortgage,2367.0,152947.37,57595.75,0.0,active
2110,B2110_5825,consumer,2679.0,61636.96,19413.71,3.0,closed
2110,B2110_5826,auto,,82491.27,12043.72,0.0,active
2110,B2110_5827,credit_card,2329.0,46502.97,41181.38,0.0,active
2110,B2110_5828,consumer,777.0,132471.79,114663.5,0.0,active
2111,B2111_5829,consumer,740.0,51666.0,44695.37,30.0,closed
2112,B2112_5830,credit_card,2110.0,57007.1,44709.05,60.0,active
2112,B2112_5831,microloan,945.0,61603.42,2862.35,3.0,closed
2112,B2112_5832,consumer,1506.0,45699.79,27970.55,0.0,
2112,B2112_5833,credit_card,,116412.74,55999.46,0.0,closed
2113,B2113_5834,auto,1389.0,131670.93,39981.89,,active
2113,B2113_5835,mortgage,2132.0,59869.15,40753.29,,active
2113,B2113_5836,credit_card,907.0,115064.32,21595.06,0.0,closed
2113,B2113_5837,consumer,2656.0,127167.98,92282.25,0.0,active
2114,B2114_5838,microloan,1509.0,154823.34,37024.68,3.0,active
2114,B2114_5839,consumer,,33796.16,9610.14,3.0,closed
2114,B2114_5840,microloan,2333.0,112759.2,79025.59,0.0,closed
2115,B2115_5841,consumer,1035.0,43516.78,32019.95,30.0,active
2116,B2116_5842,credit_card,1547.0,52496.95,14183.21,0.0,closed
2116,B2116_5843,mortgage,,76258.38,14092.93,30.0,closed
2116,B2116_5844,microloan,2447.0,,26362.71,1.0,closed
2116,B2116_5845,credit_card,396.0,72404.96,12001.85,7.0,active
2117,B2117_5846,consumer,1342.0,350523.21,107097.99,0.0,active
2117,B2117_5847,microloan,2920.0,23669.88,14049.84,0.0,closed
2117,B2117_5848,consumer,620.0,48871.56,19317.88,0.0,active
2118,B2118_5849,consumer,2475.0,162557.88,96558.36,7.0,active
2118,B2118_5850,credit_card,2220.0,18137.08,8620.19,0.0,active
2118,B2118_5851,microloan,363.0,41905.01,19143.52,0.0,closed
2119,B2119_5852,credit_card,561.0,68552.7,26616.15,0.0,active
2119,B2119_5853,credit_card,2419.0,72463.81,26211.6,0.0,closed
2120,B2120_5854,mortgage,2677.0,61117.45,18283.49,0.0,closed
2120,B2120_5855,credit_card,2990.0,24954.54,1859.53,3.0,active
2121,B2121_5856,consumer,359.0,56948.38,24430.84,0.0,closed
2121,B2121_5857,credit_card,2738.0,61832.67,20076.54,3.0,active
2121,B2121_5858,credit_card,1826.0,63159.87,30618.31,1.0,active
2121,B2121_5859,credit_card,2205.0,76334.49,39985.18,0.0,active
2121,B2121_5860,consumer,2953.0,34840.29,24043.16,1.0,closed
2122,B2122_5861,consumer,335.0,24873.86,17130.2,60.0,closed
2123,B2123_5862,consumer,996.0,192352.49,99080.4,0.0,closed
2123,B2123_5863,credit_card,1989.0,157127.76,92275.55,15.0,active
2124,B2124_5864,consumer,731.0,31070.43,17377.83,1.0,closed
2124,B2124_5865,microloan,2753.0,62751.15,12699.08,60.0,active
2125,B2125_5866,credit_card,1612.0,41317.16,19560.44,30.0,active
2125,B2125_5867,auto,2008.0,72683.83,33809.29,0.0,active
2125,B2125_5868,microloan,1564.0,61191.6,13632.39,,active
2125,B2125_5869,credit_card,1276.0,217270.38,94693.17,7.0,closed
2125,B2125_5870,consumer,180.0,71253.31,20311.22,0.0,active
2126,B2126_5871,microloan,2908.0,33716.03,15011.03,3.0,active
2127,B2127_5872,,1085.0,130043.54,53007.66,0.0,active
2127,B2127_5873,credit_card,1809.0,55334.0,39292.27,1.0,closed
2128,B2128_5874,consumer,1908.0,46655.76,22885.8,7.0,active
2129,B2129_5875,consumer,2143.0,134046.72,18160.87,,active
2129,B2129_5876,consumer,275.0,97112.62,51615.5,0.0,active
2129,B2129_5877,microloan,1038.0,31504.82,14881.33,7.0,active
2130,B2130_5878,consumer,260.0,39801.67,17806.29,1.0,closed
2130,B2130_5879,microloan,813.0,19171.58,6585.15,3.0,active
2131,B2131_5880,microloan,1181.0,182363.39,114570.2,0.0,active
2131,B2131_5881,consumer,308.0,233837.53,80320.01,7.0,active
2132,B2132_5882,mortgage,1183.0,24562.16,4300.83,30.0,active
2133,B2133_5883,consumer,2126.0,35391.26,14924.41,3.0,closed
2133,B2133_5884,auto,1128.0,57423.46,47304.18,1.0,closed
2133,B2133_5885,mortgage,1760.0,105439.78,10900.68,0.0,active
2134,B2134_5886,mortgage,2070.0,20378.33,2930.55,0.0,active
2135,B2135_5887,consumer,64.0,78566.0,52299.81,3.0,closed
2136,B2136_5888,microloan,2820.0,48939.42,34016.12,0.0,closed
2136,B2136_5889,,1910.0,53644.88,18769.51,3.0,closed
2136,B2136_5890,auto,449.0,85631.83,1519.11,0.0,closed
2136,B2136_5891,mortgage,364.0,230405.88,112670.6,60.0,closed
2136,B2136_5892,auto,2121.0,211090.26,90378.7,0.0,active
2137,B2137_5893,credit_card,2803.0,42235.89,31448.5,,active
2137,B2137_5894,microloan,2683.0,54487.88,23732.6,7.0,closed
2138,B2138_5895,credit_card,1622.0,58245.71,35139.3,0.0,active
2138,B2138_5896,consumer,851.0,40658.87,27218.04,,active
2139,B2139_5897,auto,1039.0,45936.76,,0.0,active
2140,B2140_5898,auto,1582.0,152773.02,37868.37,,closed
2140,B2140_5899,consumer,2625.0,81780.85,14627.11,0.0,active
2141,B2141_5900,credit_card,1921.0,58866.22,25622.71,0.0,active
2142,B2142_5901,credit_card,2596.0,89633.29,24618.36,7.0,active
2142,B2142_5902,auto,73.0,19182.27,10770.07,0.0,closed
2144,B2144_5903,credit_card,256.0,366345.05,301003.23,60.0,closed
2145,B2145_5904,consumer,2949.0,172244.12,168195.64,3.0,closed
2145,B2145_5905,mortgage,2344.0,67234.67,32575.97,30.0,active
2146,B2146_5906,credit_card,1764.0,82766.26,49119.63,30.0,active
2146,B2146_5907,credit_card,978.0,133209.64,61086.97,15.0,closed
2147,B2147_5908,credit_card,564.0,29710.08,11926.38,3.0,closed
2147,B2147_5909,consumer,1162.0,52921.46,31528.43,0.0,active
2147,B2147_5910,auto,1308.0,27728.18,6340.11,0.0,closed
2147,B2147_5911,microloan,690.0,24904.96,10312.99,0.0,closed
2148,B2148_5912,auto,147.0,66275.99,39335.66,,closed
2149,B2149_5913,credit_card,693.0,60415.68,23904.5,7.0,active
2149,B2149_5914,credit_card,684.0,63536.43,29489.73,0.0,closed
2149,B2149_5915,consumer,1297.0,173343.08,66566.79,0.0,closed
2150,B2150_5916,credit_card,2641.0,164324.69,160323.47,0.0,active
2152,B2152_5917,credit_card,2937.0,57674.97,29322.97,0.0,active
2152,B2152_5918,auto,1819.0,56240.89,9903.8,0.0,active
2152,B2152_5919,consumer,2771.0,53975.09,21712.62,3.0,closed
2153,B2153_5920,credit_card,2365.0,177250.36,128777.9,,active
2153,B2153_5921,microloan,1892.0,29409.53,16664.79,1.0,active
2154,B2154_5922,microloan,2573.0,33451.91,4824.48,0.0,closed
2155,B2155_5923,mortgage,2843.0,56565.23,20565.51,0.0,closed
2155,B2155_5924,mortgage,391.0,42523.71,32217.81,15.0,active
2156,B2156_5925,auto,2784.0,30314.52,13838.53,0.0,active
2156,B2156_5926,credit_card,2428.0,20514.83,17326.92,90.0,active
2156,B2156_5927,mortgage,224.0,,40303.01,0.0,active
2156,B2156_5928,auto,2366.0,32609.38,23550.29,3.0,active
2156,B2156_5929,credit_card,1959.0,85175.12,17074.55,0.0,closed
2156,B2156_5930,credit_card,849.0,61801.09,33135.37,,active
2157,B2157_5931,auto,2992.0,29318.69,10811.64,15.0,closed
2157,B2157_5932,,562.0,92966.43,472.88,1.0,active
2157,B2157_5933,mortgage,2910.0,25816.55,6200.11,0.0,closed
2158,B2158_5934,credit_card,2515.0,38258.54,18854.67,0.0,active
2159,B2159_5935,credit_card,1759.0,77787.36,15000.13,15.0,
2159,B2159_5936,auto,1995.0,108202.74,77163.18,0.0,active
2159,B2159_5937,microloan,220.0,27391.22,9421.79,3.0,active
2160,B2160_5938,credit_card,509.0,75468.74,19536.89,30.0,active
2160,B2160_5939,credit_card,1921.0,39141.01,10700.04,60.0,active
2160,B2160_5940,consumer,1676.0,53439.11,20578.62,0.0,closed
2161,B2161_5941,auto,692.0,41153.42,19295.95,7.0,active
2161,B2161_5942,microloan,1155.0,289568.58,150377.49,0.0,active
2161,B2161_5943,mortgage,2611.0,52738.61,28946.2,0.0,
2162,B2162_5944,consumer,2678.0,54000.92,20359.31,0.0,active
2162,B2162_5945,credit_card,1761.0,190503.22,107086.69,0.0,
2162,B2162_5946,auto,,231342.24,116393.79,0.0,active
2163,B2163_5947,microloan,1839.0,37607.11,14290.86,,active
2163,B2163_5948,auto,1011.0,53482.63,22989.79,30.0,active
2164,B2164_5949,microloan,1083.0,87036.48,38792.32,0.0,active
2164,B2164_5950,auto,2991.0,59369.03,35149.34,3.0,active
2164,B2164_5951,microloan,522.0,83205.34,17748.37,0.0,active
2165,B2165_5952,consumer,2027.0,58754.22,35987.6,0.0,active
2165,B2165_5953,microloan,454.0,67531.01,30316.59,0.0,
2165,B2165_5954,consumer,448.0,57781.23,24816.38,,closed
2165,B2165_5955,microloan,1087.0,81960.59,68873.23,0.0,
2166,B2166_5956,credit_card,2986.0,31263.38,11768.11,0.0,active
2166,B2166_5957,consumer,286.0,20684.35,13210.68,3.0,active
2167,B2167_5958,consumer,1344.0,82585.23,75175.1,3.0,active
2167,B2167_5959,microloan,1407.0,31915.51,14632.94,30.0,
2168,B2168_5960,consumer,1125.0,138926.48,93604.33,60.0,active
2169,B2169_5961,,1117.0,135994.26,34507.58,90.0,active
2169,B2169_5962,microloan,649.0,71522.92,59879.63,0.0,active
2169,B2169_5963,auto,1254.0,17675.6,13307.96,30.0,closed
2170,B2170_5964,credit_card,1293.0,,43893.04,60.0,active
2170,B2170_5965,consumer,776.0,86378.58,11751.69,0.0,active
2170,B2170_5966,,2325.0,17551.43,7447.16,30.0,active
2170,B2170_5967,credit_card,963.0,25423.09,8042.41,30.0,active
2171,B2171_5968,credit_card,664.0,164838.25,55198.49,0.0,active
2171,B2171_5969,mortgage,1379.0,53813.46,4303.8,15.0,active
2171,B2171_5970,credit_card,1218.0,16931.89,9651.23,0.0,active
2172,B2172_5971,consumer,1032.0,63103.31,31577.14,0.0,closed
2172,B2172_5972,credit_card,2833.0,,41752.75,0.0,active
2173,B2173_5973,credit_card,1915.0,65832.32,37543.26,60.0,active
2173,B2173_5974,credit_card,689.0,35835.18,25381.47,0.0,closed
2173,B2173_5975,microloan,265.0,439401.16,133800.65,0.0,closed
2173,B2173_5976,credit_card,1069.0,59795.57,1781.99,0.0,closed
2174,B2174_5977,consumer,1392.0,108009.0,61167.04,3.0,active
2174,B2174_5978,consumer,211.0,43395.49,12838.0,,active
2174,B2174_5979,mortgage,1874.0,150530.06,125094.85,0.0,active
2175,B2175_5980,consumer,1199.0,103023.71,16656.75,0.0,active
2175,B2175_5981,auto,1398.0,,7206.35,1.0,active
2175,B2175_5982,microloan,1499.0,103484.36,50743.85,0.0,closed
2175,B2175_5983,credit_card,2204.0,29903.64,18529.84,1.0,active
2176,B2176_5984,mortgage,744.0,56092.91,20326.98,1.0,active
2177,B2177_5985,consumer,2084.0,27882.6,21379.07,0.0,
2177,B2177_5986,mortgage,2506.0,77671.9,41259.13,7.0,active
2177,B2177_5987,auto,2134.0,54925.51,3013.78,3.0,active
2178,B2178_5988,consumer,230.0,40324.3,26897.57,1.0,closed
2178,B2178_5989,credit_card,287.0,129345.14,79420.62,,active
2179,B2179_5990,microloan,1167.0,113982.34,33944.13,15.0,active
2179,B2179_5991,auto,1197.0,46816.96,23594.07,60.0,active
2179,B2179_5992,consumer,1840.0,46265.08,10827.53,30.0,closed
2180,B2180_5993,credit_card,1062.0,35204.48,15475.56,0.0,active
2181,B2181_5994,credit_card,1030.0,48666.54,14816.6,60.0,closed
2181,B2181_5995,consumer,1255.0,45093.68,34585.69,0.0,closed
2181,B2181_5996,consumer,2643.0,58922.67,34837.18,0.0,active
2182,B2182_5997,credit_card,2821.0,137066.17,89087.25,0.0,closed
2182,B2182_5998,consumer,2661.0,112192.4,71115.6,1.0,active
2182,B2182_5999,,2495.0,27997.56,5391.76,7.0,closed
2182,B2182_6000,credit_card,1204.0,20968.84,8806.31,30.0,active
2182,B2182_6001,consumer,1000.0,34237.37,25901.73,,closed
2183,B2183_6002,auto,2881.0,83561.71,19676.43,0.0,closed
2184,B2184_6003,consumer,1941.0,23175.97,13907.51,3.0,active
2185,B2185_6004,consumer,1213.0,27693.62,5495.62,1.0,closed
2186,B2186_6005,microloan,386.0,36225.45,23468.09,0.0,active
2186,B2186_6006,credit_card,2847.0,46593.59,37882.21,,closed
2186,B2186_6007,consumer,2712.0,121145.01,83122.12,0.0,active
2187,B2187_6008,consumer,2681.0,28572.73,16342.04,0.0,active
2187,B2187_6009,consumer,2077.0,41040.45,14175.27,90.0,active
2188,B2188_6010,credit_card,1543.0,15905.77,3193.67,1.0,active
2188,B2188_6011,microloan,2905.0,48459.43,27188.28,1.0,active
2188,B2188_6012,mortgage,1556.0,101336.7,54980.78,0.0,active
2189,B2189_6013,microloan,870.0,85842.34,61649.15,3.0,active
2189,B2189_6014,credit_card,2580.0,109065.36,78068.72,0.0,closed
2189,B2189_6015,credit_card,1962.0,50154.95,12121.25,0.0,active
2189,B2189_6016,credit_card,1401.0,117375.1,12920.25,0.0,closed
2189,B2189_6017,credit_card,1544.0,25039.21,5867.85,0.0,active
2190,B2190_6018,credit_card,2303.0,33309.05,9095.76,30.0,active
2190,B2190_6019,consumer,2824.0,83891.82,50136.21,7.0,active
2191,B2191_6020,credit_card,236.0,53645.97,14607.46,0.0,closed
2192,B2192_6021,credit_card,1613.0,46657.67,31532.65,0.0,closed
2192,B2192_6022,consumer,1472.0,20807.98,12221.24,0.0,active
2192,B2192_6023,consumer,2091.0,71188.95,16500.49,60.0,active
2193,B2193_6024,credit_card,2045.0,25980.31,16095.54,0.0,
2194,B2194_6025,credit_card,2611.0,17054.75,7542.68,90.0,active
2194,B2194_6026,auto,1839.0,165551.0,48291.39,15.0,active
2194,B2194_6027,consumer,2092.0,83931.93,69021.49,7.0,closed
2194,B2194_6028,credit_card,1549.0,41017.29,34652.21,0.0,active
2194,B2194_6029,consumer,2994.0,65453.27,31438.08,0.0,active
2194,B2194_6030,credit_card,2010.0,29897.43,10049.68,3.0,active
2194,B2194_6031,consumer,1790.0,203855.34,72810.71,7.0,closed
2194,B2194_6032,credit_card,2964.0,58518.09,20240.84,0.0,active
2195,B2195_6033,credit_card,2755.0,33408.57,6732.96,60.0,active
2195,B2195_6034,credit_card,2171.0,35664.96,18559.95,15.0,active
2195,B2195_6035,consumer,1394.0,128034.9,86993.05,30.0,active
2195,B2195_6036,consumer,1807.0,240081.15,76135.61,0.0,closed
2195,B2195_6037,microloan,2459.0,39627.8,26298.32,15.0,active
2195,B2195_6038,credit_card,477.0,27757.27,7946.44,15.0,active
2196,B2196_6039,consumer,2191.0,,37028.57,60.0,active
2196,B2196_6040,credit_card,1096.0,81553.02,51668.23,0.0,closed
2196,B2196_6041,credit_card,670.0,11812.3,4457.18,0.0,active
2196,B2196_6042,credit_card,2996.0,78838.74,58831.16,0.0,active
2197,B2197_6043,credit_card,2269.0,126531.01,91519.62,0.0,active
2197,B2197_6044,consumer,1762.0,190809.18,121578.04,1.0,active
2197,B2197_6045,credit_card,1930.0,48838.12,30404.49,1.0,closed
2198,B2198_6046,consumer,1135.0,52280.07,15671.79,15.0,active
2198,B2198_6047,,649.0,85401.85,10674.88,0.0,active
2198,B2198_6048,consumer,1795.0,30939.44,18465.28,0.0,active
2199,B2199_6049,microloan,149.0,,44379.36,0.0,closed
2199,B2199_6050,consumer,440.0,28371.97,3186.57,3.0,active
2199,B2199_6051,auto,1310.0,80056.13,11137.61,7.0,active
2199,B2199_6052,credit_card,2336.0,56996.87,,15.0,active
2200,B2200_6053,consumer,2475.0,44338.41,12338.88,15.0,closed
2200,B2200_6054,mortgage,1875.0,159758.99,80335.53,0.0,active
2201,B2201_6055,consumer,1211.0,40359.37,27257.45,7.0,active
2202,B2202_6056,credit_card,2725.0,70663.74,50019.99,30.0,active
2202,B2202_6057,mortgage,820.0,74447.34,19604.36,0.0,closed
2202,B2202_6058,consumer,148.0,40569.98,28215.7,0.0,active
2203,B2203_6059,auto,1859.0,91002.77,85755.02,3.0,active
2203,B2203_6060,consumer,1678.0,90013.79,29718.68,,active
2203,B2203_6061,credit_card,179.0,98681.18,52889.92,0.0,active
2204,B2204_6062,consumer,1468.0,41747.94,21551.18,0.0,active
2204,B2204_6063,consumer,984.0,29557.91,4352.74,90.0,active
2205,B2205_6064,microloan,508.0,71908.69,41806.61,3.0,active
2205,B2205_6065,credit_card,2276.0,39469.04,10706.99,0.0,active
2205,B2205_6066,credit_card,1539.0,67645.0,19604.36,0.0,closed
2206,B2206_6067,consumer,144.0,26663.39,7355.91,0.0,active
2207,B2207_6068,auto,1034.0,58574.43,23970.98,1.0,closed
2207,B2207_6069,credit_card,1380.0,24184.72,5256.45,7.0,active
2208,B2208_6070,microloan,470.0,37001.71,19520.19,0.0,closed
2208,B2208_6071,mortgage,1016.0,64632.16,27949.44,0.0,closed
2209,B2209_6072,credit_card,383.0,64793.84,18537.75,0.0,closed
2209,B2209_6073,credit_card,2471.0,59354.92,22259.51,7.0,active
2209,B2209_6074,consumer,2830.0,53089.18,5104.9,1.0,
2210,B2210_6075,microloan,1717.0,60970.88,7760.79,3.0,active
2210,B2210_6076,microloan,2679.0,97486.31,80900.35,7.0,active
2210,B2210_6077,consumer,412.0,35301.93,13003.33,0.0,active
2211,B2211_6078,consumer,1221.0,80632.7,56537.43,0.0,active
2211,B2211_6079,consumer,511.0,55547.75,10273.91,,active
2211,B2211_6080,consumer,1162.0,98204.8,35455.48,3.0,active
2212,B2212_6081,credit_card,2519.0,44525.57,17818.64,7.0,closed
2212,B2212_6082,microloan,1055.0,143586.47,122062.15,30.0,closed
2212,B2212_6083,credit_card,252.0,88589.63,43517.68,0.0,active
2213,B2213_6084,auto,2488.0,35361.57,13294.49,60.0,active
2213,B2213_6085,credit_card,1476.0,64731.81,27711.37,1.0,closed
2214,B2214_6086,credit_card,2384.0,140912.17,13281.12,0.0,closed
2214,B2214_6087,consumer,1180.0,31556.62,14276.29,90.0,closed
2215,B2215_6088,,2220.0,142235.76,105740.91,0.0,active
2215,B2215_6089,consumer,2962.0,47704.64,11362.19,0.0,closed
2215,B2215_6090,consumer,1463.0,26752.88,6560.69,60.0,active
2216,B2216_6091,mortgage,1938.0,129510.34,60345.73,1.0,closed
2216,B2216_6092,credit_card,698.0,39129.39,13994.44,0.0,active
2217,B2217_6093,auto,1166.0,23730.33,6737.53,1.0,active
2217,B2217_6094,,451.0,52257.3,18464.71,3.0,active
2217,B2217_6095,consumer,2011.0,28804.13,6554.07,0.0,active
2218,B2218_6096,consumer,1284.0,76470.72,25569.03,7.0,active
2218,B2218_6097,mortgage,2065.0,57152.51,37366.74,15.0,active
2219,B2219_6098,microloan,1485.0,42226.95,18975.54,3.0,closed
2219,B2219_6099,credit_card,494.0,24176.91,3400.6,0.0,closed
2219,B2219_6100,credit_card,2538.0,52764.25,14096.2,30.0,active
2220,B2220_6101,credit_card,2805.0,75697.69,20244.45,0.0,active
2220,B2220_6102,auto,2849.0,75044.49,42224.41,60.0,active
2220,B2220_6103,auto,870.0,91831.92,55256.14,7.0,active
2221,B2221_6104,credit_card,132.0,60714.89,6271.88,1.0,active
2221,B2221_6105,consumer,313.0,122640.86,79821.25,1.0,active
2221,B2221_6106,credit_card,2553.0,139625.4,34220.88,0.0,active
2221,B2221_6107,consumer,1643.0,208676.12,104942.79,30.0,closed
2221,B2221_6108,credit_card,977.0,48803.79,6329.23,0.0,closed
2222,B2222_6109,consumer,1764.0,146237.37,24322.99,0.0,active
2223,B2223_6110,credit_card,535.0,123931.2,9983.61,15.0,closed
