client_id,previous_loan_id,previous_amount,previous_term_months,closed_days_ago,was_overdue,max_overdue_days
2776,L2776_3918,78273.51,18.0,404.0,0.0,0.0
2776,L2776_3919,33849.39,12.0,1475.0,0.0,
2777,L2777_3920,80639.67,9.0,129.0,0.0,0.0
2777,L2777_3921,73681.69,6.0,384.0,0.0,0.0
2778,L2778_3922,25631.35,36.0,595.0,1.0,15.0
2778,L2778_3923,17476.41,3.0,287.0,0.0,0.0
2780,L2780_3924,38770.08,18.0,770.0,0.0,0.0
2780,L2780_3925,19362.4,6.0,93.0,0.0,0.0
2780,L2780_3926,56160.72,3.0,626.0,0.0,0.0
2780,L2780_3927,61312.78,18.0,1595.0,1.0,7.0
2781,L2781_3928,23476.7,9.0,1259.0,1.0,3.0
2781,L2781_3929,76665.8,24.0,1267.0,0.0,0.0
2781,L2781_3930,38786.41,24.0,1126.0,0.0,0.0
2783,L2783_3931,32271.1,9.0,408.0,1.0,7.0
2784,L2784_3932,16769.05,36.0,643.0,0.0,0.0
2786,L2786_3933,124358.3,12.0,68.0,0.0,0.0
2787,L2787_3934,23662.76,12.0,885.0,0.0,0.0
2789,L2789_3935,94502.45,,1544.0,0.0,0.0
2789,L2789_3936,51269.98,3.0,1337.0,1.0,7.0
2791,L2791_3937,104079.1,18.0,910.0,0.0,0.0
2792,L2792_3938,42747.57,6.0,478.0,0.0,0.0
2794,L2794_3939,38787.09,9.0,1571.0,0.0,0.0
2795,L2795_3940,36476.53,6.0,951.0,0.0,0.0
2796,L2796_3941,19052.69,18.0,571.0,0.0,0.0
2796,L2796_3942,29756.97,3.0,1259.0,0.0,0.0
2797,L2797_3943,118830.91,6.0,213.0,0.0,0.0
2797,L2797_3944,34612.13,24.0,178.0,1.0,7.0
2802,L2802_3945,49762.12,,237.0,0.0,0.0
2803,L2803_3946,27799.77,9.0,312.0,0.0,0.0
2804,L2804_3947,47524.28,3.0,48.0,0.0,0.0
2804,L2804_3948,31340.49,12.0,405.0,0.0,0.0
2806,L2806_3949,62692.03,24.0,638.0,0.0,
2806,L2806_3950,25645.37,9.0,727.0,0.0,0.0
2806,L2806_3951,49663.47,12.0,962.0,0.0,0.0
2806,L2806_3952,35516.4,36.0,1025.0,0.0,0.0
2806,L2806_3953,53158.67,18.0,843.0,0.0,0.0
2807,L2807_3954,36854.62,36.0,120.0,0.0,0.0
2808,L2808_3955,49811.33,3.0,1295.0,1.0,1.0
2808,L2808_3956,35863.0,24.0,287.0,0.0,0.0
2810,L2810_3957,96982.19,3.0,1337.0,0.0,0.0
2811,L2811_3958,39281.84,12.0,564.0,0.0,0.0
2811,L2811_3959,26008.08,9.0,546.0,1.0,3.0
2811,L2811_3960,43218.51,18.0,375.0,0.0,0.0
2813,L2813_3961,87096.58,6.0,1302.0,1.0,30.0
2813,L2813_3962,44262.77,12.0,1280.0,0.0,0.0
2816,L2816_3963,61492.6,6.0,405.0,0.0,0.0
2816,L2816_3964,167034.66,36.0,336.0,0.0,0.0
2817,L2817_3965,58224.92,6.0,285.0,0.0,0.0
2817,L2817_3966,14159.3,12.0,342.0,1.0,30.0
2818,L2818_3967,52350.69,9.0,336.0,0.0,0.0
2819,L2819_3968,59811.5,6.0,273.0,0.0,0.0
2824,L2824_3969,39611.05,12.0,1484.0,0.0,0.0
2824,L2824_3970,36681.03,3.0,156.0,0.0,0.0
2824,L2824_3971,43242.92,9.0,236.0,0.0,0.0
2825,L2825_3972,62907.0,9.0,937.0,0.0,0.0
2825,L2825_3973,70147.79,3.0,132.0,0.0,0.0
2825,L2825_3974,56336.25,12.0,356.0,0.0,0.0
2825,L2825_3975,25879.99,,,0.0,0.0
2826,L2826_3976,77888.48,6.0,583.0,0.0,0.0
2827,L2827_3977,38090.78,9.0,,0.0,0.0
2827,L2827_3978,25863.76,12.0,49.0,0.0,0.0
2827,L2827_3979,29581.7,12.0,1453.0,0.0,0.0
2828,L2828_3980,17857.52,24.0,1432.0,1.0,3.0
2829,L2829_3981,48724.49,24.0,1151.0,0.0,0.0
2829,L2829_3982,45769.4,24.0,67.0,0.0,0.0
2830,L2830_3983,104223.74,18.0,1146.0,0.0,0.0
2830,L2830_3984,80831.4,9.0,301.0,0.0,0.0
2831,L2831_3985,14045.2,3.0,187.0,0.0,0.0
2831,L2831_3986,52004.18,9.0,274.0,0.0,
2831,L2831_3987,54259.47,24.0,1475.0,0.0,0.0
2832,L2832_3988,70723.65,36.0,1126.0,0.0,0.0
2832,L2832_3989,50983.0,18.0,1490.0,0.0,0.0
2832,L2832_3990,46607.86,3.0,410.0,0.0,0.0
2833,L2833_3991,41025.65,3.0,1518.0,0.0,
2834,L2834_3992,37434.71,3.0,1332.0,0.0,0.0
2834,L2834_3993,54362.67,36.0,,0.0,0.0
2834,L2834_3994,57315.58,36.0,1081.0,0.0,
2834,L2834_3995,,36.0,1305.0,0.0,0.0
2835,L2835_3996,53354.58,,50.0,0.0,0.0
2835,L2835_3997,160494.25,12.0,776.0,0.0,0.0
2835,L2835_3998,54254.16,24.0,133.0,0.0,0.0
2836,L2836_3999,57026.37,6.0,601.0,0.0,0.0
2837,L2837_4000,85414.1,3.0,357.0,0.0,0.0
2838,L2838_4001,90879.48,36.0,1294.0,1.0,1.0
2840,L2840_4002,104029.51,6.0,1113.0,0.0,0.0
2840,L2840_4003,7225.43,24.0,694.0,0.0,
2841,L2841_4004,76038.43,12.0,395.0,1.0,15.0
2841,L2841_4005,67302.54,6.0,877.0,0.0,0.0
2842,L2842_4006,65397.21,9.0,793.0,1.0,7.0
2842,L2842_4007,44306.61,6.0,404.0,0.0,0.0
2843,L2843_4008,46966.68,9.0,1169.0,0.0,0.0
2843,L2843_4009,42213.41,36.0,522.0,0.0,0.0
2844,L2844_4010,33089.2,3.0,1035.0,0.0,0.0
2845,L2845_4011,86686.13,6.0,698.0,1.0,
2846,L2846_4012,65942.82,36.0,785.0,0.0,0.0
2846,L2846_4013,151067.76,6.0,650.0,0.0,0.0
2848,L2848_4014,77475.59,18.0,866.0,0.0,0.0
2850,L2850_4015,23362.84,9.0,1166.0,0.0,0.0
2851,L2851_4016,18947.92,9.0,537.0,1.0,15.0
2851,L2851_4017,53839.38,3.0,1513.0,0.0,0.0
2852,L2852_4018,71891.79,3.0,258.0,0.0,0.0
2852,L2852_4019,81790.05,9.0,607.0,0.0,0.0
2852,L2852_4020,22926.7,36.0,1331.0,0.0,0.0
2854,L2854_4021,48857.76,3.0,1339.0,0.0,0.0
2855,L2855_4022,47853.86,9.0,536.0,1.0,3.0
2858,L2858_4023,51449.56,9.0,530.0,0.0,0.0
2859,L2859_4024,31116.84,36.0,130.0,0.0,
2860,L2860_4025,89929.51,24.0,491.0,1.0,30.0
2861,L2861_4026,38330.04,,735.0,1.0,30.0
2861,L2861_4027,35258.66,36.0,161.0,0.0,0.0
2862,L2862_4028,52681.9,,273.0,0.0,0.0
2864,L2864_4029,116325.74,24.0,197.0,0.0,0.0
2864,L2864_4030,45575.12,,669.0,0.0,0.0
2864,L2864_4031,30311.28,24.0,446.0,1.0,3.0
2865,L2865_4032,31295.6,18.0,332.0,0.0,
2866,L2866_4033,44485.12,6.0,369.0,1.0,7.0
2867,L2867_4034,43766.93,3.0,304.0,0.0,0.0
2868,L2868_4035,39061.53,12.0,456.0,1.0,15.0
2868,L2868_4036,39867.18,9.0,854.0,1.0,3.0
2868,L2868_4037,29488.52,6.0,,0.0,0.0
2869,L2869_4038,38149.12,18.0,637.0,0.0,0.0
2869,L2869_4039,64776.25,36.0,1490.0,1.0,
2869,L2869_4040,41304.41,18.0,1001.0,1.0,3.0
2871,L2871_4041,145508.78,3.0,1041.0,1.0,15.0
2871,L2871_4042,59884.49,9.0,1460.0,0.0,0.0
2872,L2872_4043,28122.42,9.0,1124.0,0.0,0.0
2873,L2873_4044,16974.99,6.0,1162.0,1.0,15.0
2873,L2873_4045,44722.59,18.0,1234.0,0.0,0.0
2874,L2874_4046,49706.55,24.0,989.0,0.0,0.0
2874,L2874_4047,41363.33,6.0,400.0,0.0,0.0
2875,L2875_4048,71297.35,6.0,1386.0,1.0,7.0
2875,L2875_4049,43198.07,,1132.0,0.0,0.0
2876,L2876_4050,96167.55,,348.0,0.0,0.0
2877,L2877_4051,35270.31,24.0,305.0,1.0,1.0
2877,L2877_4052,,9.0,1461.0,1.0,15.0
2878,L2878_4053,33781.13,24.0,322.0,0.0,0.0
2878,L2878_4054,80447.79,18.0,1446.0,1.0,30.0
2878,L2878_4055,26325.29,,765.0,1.0,90.0
2879,L2879_4056,33637.66,9.0,631.0,0.0,0.0
2880,L2880_4057,33461.97,12.0,1061.0,0.0,0.0
2883,L2883_4058,88320.03,9.0,205.0,0.0,0.0
2885,L2885_4059,45645.66,12.0,1035.0,0.0,0.0
2886,L2886_4060,38303.93,24.0,249.0,0.0,0.0
2886,L2886_4061,31195.91,6.0,901.0,0.0,0.0
2886,L2886_4062,46237.71,24.0,725.0,0.0,0.0
2887,L2887_4063,13982.81,24.0,683.0,0.0,0.0
2887,L2887_4064,21187.02,12.0,287.0,1.0,60.0
2887,L2887_4065,49684.7,3.0,1584.0,1.0,90.0
2887,L2887_4066,32561.98,,1031.0,0.0,0.0
2888,L2888_4067,52125.72,3.0,286.0,0.0,0.0
2889,L2889_4068,46026.87,36.0,255.0,0.0,0.0
2889,L2889_4069,47512.05,9.0,342.0,1.0,60.0
2889,L2889_4070,27825.5,18.0,30.0,0.0,0.0
2890,L2890_4071,86302.16,12.0,85.0,0.0,0.0
2890,L2890_4072,107307.21,12.0,443.0,0.0,0.0
2891,L2891_4073,52352.92,6.0,877.0,0.0,0.0
2892,L2892_4074,65192.25,9.0,1115.0,1.0,3.0
2895,L2895_4075,112281.38,36.0,426.0,0.0,0.0
2895,L2895_4076,44310.81,3.0,750.0,1.0,7.0
2895,L2895_4077,36796.42,6.0,1134.0,0.0,0.0
2896,L2896_4078,73641.27,6.0,1531.0,0.0,0.0
2898,L2898_4079,64194.04,18.0,623.0,0.0,
2898,L2898_4080,36760.57,9.0,999.0,0.0,0.0
2901,L2901_4081,31578.17,36.0,734.0,0.0,0.0
2901,L2901_4082,91467.93,24.0,1079.0,0.0,0.0
2902,L2902_4083,71335.1,36.0,677.0,0.0,0.0
2902,L2902_4084,52558.88,9.0,944.0,1.0,7.0
2904,L2904_4085,19462.82,6.0,1293.0,0.0,0.0
2904,L2904_4086,36660.35,36.0,824.0,0.0,0.0
2905,L2905_4087,17268.91,3.0,546.0,0.0,0.0
2906,L2906_4088,152649.45,24.0,1069.0,1.0,7.0
2906,L2906_4089,26913.84,3.0,1470.0,0.0,0.0
2906,L2906_4090,51365.62,18.0,1499.0,0.0,0.0
2907,L2907_4091,41233.04,18.0,130.0,0.0,
2908,L2908_4092,32403.13,12.0,158.0,0.0,0.0
2908,L2908_4093,39501.38,12.0,508.0,0.0,0.0
2908,L2908_4094,31316.56,24.0,1309.0,0.0,0.0
2908,L2908_4095,66042.44,9.0,220.0,0.0,0.0
2909,L2909_4096,85461.51,18.0,,0.0,0.0
2910,L2910_4097,40580.63,3.0,486.0,0.0,0.0
2911,L2911_4098,,24.0,100.0,0.0,0.0
2911,L2911_4099,55014.23,24.0,496.0,1.0,7.0
2911,L2911_4100,42004.16,12.0,435.0,0.0,0.0
2913,L2913_4101,63528.58,3.0,1274.0,0.0,0.0
2915,L2915_4102,51660.76,6.0,144.0,1.0,3.0
2915,L2915_4103,95366.75,6.0,1265.0,0.0,0.0
2916,L2916_4104,50302.81,36.0,587.0,0.0,0.0
2916,L2916_4105,76577.26,9.0,366.0,0.0,0.0
2917,L2917_4106,45983.18,3.0,788.0,0.0,0.0
2918,L2918_4107,61217.16,3.0,989.0,0.0,0.0
2918,L2918_4108,,24.0,1042.0,1.0,7.0
2918,L2918_4109,38217.97,18.0,344.0,0.0,0.0
2919,L2919_4110,55947.73,18.0,1321.0,0.0,0.0
2919,L2919_4111,28665.25,12.0,1257.0,1.0,15.0
2919,L2919_4112,23661.3,6.0,1265.0,0.0,0.0
2919,L2919_4113,28193.77,,1339.0,0.0,0.0
2921,L2921_4114,52658.94,3.0,44.0,1.0,30.0
2921,L2921_4115,15981.19,6.0,765.0,0.0,
2922,L2922_4116,74801.17,24.0,1578.0,0.0,0.0
2924,L2924_4117,60271.41,18.0,559.0,0.0,0.0
2925,L2925_4118,51212.58,36.0,1366.0,0.0,0.0
2925,L2925_4119,41367.26,12.0,21.0,0.0,0.0
2925,L2925_4120,24262.97,18.0,1186.0,0.0,0.0
2925,L2925_4121,19874.87,9.0,654.0,0.0,0.0
2926,L2926_4122,69207.57,9.0,985.0,0.0,0.0
2926,L2926_4123,39340.55,12.0,956.0,1.0,1.0
2927,L2927_4124,123055.6,18.0,1369.0,0.0,0.0
2928,L2928_4125,44208.64,24.0,1119.0,1.0,3.0
2928,L2928_4126,34980.28,24.0,1189.0,0.0,0.0
2928,L2928_4127,108303.47,3.0,665.0,0.0,0.0
2928,L2928_4128,58896.54,6.0,343.0,0.0,0.0
2929,L2929_4129,68603.49,6.0,540.0,0.0,0.0
2933,L2933_4130,53865.71,,115.0,0.0,0.0
2934,L2934_4131,79620.99,9.0,1335.0,0.0,0.0
2935,L2935_4132,18714.93,9.0,953.0,0.0,0.0
2936,L2936_4133,,12.0,1444.0,1.0,30.0
2936,L2936_4134,29048.23,24.0,262.0,0.0,0.0
2937,L2937_4135,52742.46,24.0,990.0,0.0,0.0
2938,L2938_4136,60554.34,12.0,336.0,0.0,
2938,L2938_4137,52013.34,9.0,1298.0,1.0,1.0
2939,L2939_4138,46675.16,12.0,881.0,0.0,0.0
2939,L2939_4139,21980.45,9.0,1077.0,0.0,0.0
2940,L2940_4140,67505.79,9.0,262.0,0.0,0.0
2941,L2941_4141,32531.73,12.0,541.0,1.0,1.0
2942,L2942_4142,51986.06,12.0,950.0,0.0,0.0
2942,L2942_4143,44783.29,9.0,55.0,0.0,0.0
2943,L2943_4144,,9.0,1042.0,,0.0
2943,L2943_4145,20003.3,6.0,1032.0,0.0,0.0
2945,L2945_4146,27720.78,36.0,196.0,0.0,0.0
2946,L2946_4147,129257.25,36.0,879.0,1.0,7.0
2947,L2947_4148,19344.95,24.0,369.0,0.0,0.0
2947,L2947_4149,53764.13,9.0,1447.0,0.0,
2948,L2948_4150,34798.6,,1366.0,0.0,0.0
2950,L2950_4151,26234.75,6.0,426.0,0.0,0.0
2953,L2953_4152,47746.69,24.0,39.0,1.0,
2953,L2953_4153,46327.66,9.0,543.0,0.0,0.0
2954,L2954_4154,89549.22,,517.0,0.0,0.0
2954,L2954_4155,150466.41,12.0,678.0,0.0,0.0
2955,L2955_4156,68592.54,36.0,651.0,0.0,0.0
2957,L2957_4157,57207.28,9.0,65.0,1.0,15.0
2959,L2959_4158,85681.7,9.0,822.0,0.0,0.0
2960,L2960_4159,159165.7,12.0,99.0,0.0,0.0
2960,L2960_4160,62883.15,24.0,210.0,0.0,0.0
2961,L2961_4161,45939.31,18.0,475.0,1.0,1.0
2961,L2961_4162,40895.66,3.0,1283.0,0.0,0.0
2961,L2961_4163,18906.21,6.0,,0.0,0.0
2962,L2962_4164,103627.65,9.0,393.0,1.0,3.0
2962,L2962_4165,32479.93,9.0,1083.0,0.0,0.0
2963,L2963_4166,41925.66,9.0,1546.0,0.0,0.0
2963,L2963_4167,59797.79,3.0,838.0,0.0,0.0
2964,L2964_4168,111391.52,9.0,1521.0,0.0,0.0
2964,L2964_4169,68852.43,18.0,,0.0,0.0
2965,L2965_4170,38281.71,36.0,1072.0,0.0,0.0
2965,L2965_4171,33020.1,36.0,662.0,0.0,0.0
2966,L2966_4172,111893.72,18.0,1168.0,0.0,0.0
2966,L2966_4173,44714.73,12.0,374.0,0.0,0.0
2967,L2967_4174,33739.04,6.0,761.0,0.0,0.0
2967,L2967_4175,38668.79,12.0,1140.0,1.0,15.0
2967,L2967_4176,67255.94,3.0,339.0,0.0,0.0
2969,L2969_4177,34838.33,3.0,228.0,0.0,0.0
2970,L2970_4178,20554.77,12.0,170.0,0.0,0.0
2970,L2970_4179,61510.71,18.0,85.0,0.0,0.0
2971,L2971_4180,23616.44,24.0,962.0,1.0,30.0
2971,L2971_4181,47664.48,24.0,735.0,0.0,
2972,L2972_4182,33749.14,36.0,1445.0,1.0,7.0
2972,L2972_4183,88250.44,36.0,371.0,1.0,15.0
2972,L2972_4184,44892.69,18.0,159.0,1.0,90.0
2973,L2973_4185,87859.26,3.0,1583.0,0.0,0.0
2973,L2973_4186,11069.7,6.0,326.0,0.0,0.0
2975,L2975_4187,114804.62,18.0,,0.0,0.0
2976,L2976_4188,77156.61,24.0,1419.0,0.0,0.0
2977,L2977_4189,40563.36,6.0,810.0,0.0,0.0
2979,L2979_4190,89297.54,9.0,534.0,0.0,0.0
2979,L2979_4191,56067.84,36.0,1135.0,0.0,0.0
2980,L2980_4192,50103.78,24.0,1243.0,0.0,0.0
2980,L2980_4193,28906.99,6.0,967.0,0.0,0.0
2981,L2981_4194,21016.03,9.0,532.0,1.0,3.0
2981,L2981_4195,17404.57,12.0,853.0,1.0,7.0
2982,L2982_4196,40553.7,3.0,454.0,0.0,0.0
2983,L2983_4197,145432.08,12.0,830.0,1.0,15.0
2983,L2983_4198,35541.3,24.0,642.0,0.0,0.0
2983,L2983_4199,89490.85,18.0,1321.0,0.0,0.0
2984,L2984_4200,117191.26,3.0,144.0,0.0,0.0
2986,L2986_4201,29151.99,12.0,1095.0,0.0,0.0
2987,L2987_4202,29784.98,9.0,841.0,0.0,0.0
2987,L2987_4203,37138.15,9.0,476.0,0.0,0.0
2987,L2987_4204,,24.0,461.0,0.0,0.0
2988,L2988_4205,21112.74,9.0,940.0,0.0,0.0
2989,L2989_4206,37029.4,24.0,224.0,1.0,15.0
2991,L2991_4207,70630.77,6.0,42.0,0.0,0.0
2991,L2991_4208,55113.0,18.0,795.0,0.0,0.0
2992,L2992_4209,72183.76,3.0,59.0,1.0,90.0
2992,L2992_4210,24040.21,6.0,517.0,0.0,0.0
2992,L2992_4211,17825.17,6.0,650.0,0.0,0.0
2993,L2993_4212,35227.95,18.0,427.0,0.0,0.0
2994,L2994_4213,80509.68,6.0,201.0,0.0,0.0
2994,L2994_4214,30254.16,9.0,373.0,0.0,0.0
2994,L2994_4215,17635.35,9.0,231.0,0.0,0.0
2994,L2994_4216,71204.68,6.0,1305.0,0.0,0.0
2994,L2994_4217,37808.81,9.0,28.0,0.0,0.0
2994,L2994_4218,69876.18,12.0,945.0,0.0,0.0
3000,L3000_4219,24838.89,6.0,948.0,1.0,7.0
3001,L3001_4220,59671.68,36.0,897.0,0.0,
3003,L3003_4221,50206.75,9.0,203.0,0.0,0.0
3004,L3004_4222,24944.2,24.0,1100.0,0.0,0.0
3004,L3004_4223,38163.26,18.0,693.0,0.0,
3005,L3005_4224,60779.24,12.0,870.0,,0.0
3006,L3006_4225,,9.0,1310.0,0.0,0.0
3007,L3007_4226,46503.84,18.0,54.0,0.0,0.0
3008,L3008_4227,40718.35,,102.0,0.0,0.0
3010,L3010_4228,38086.93,36.0,1567.0,0.0,0.0
3010,L3010_4229,73530.89,12.0,129.0,0.0,0.0
3013,L3013_4230,35377.38,6.0,753.0,0.0,0.0
3013,L3013_4231,119580.27,,217.0,0.0,0.0
3014,L3014_4232,,24.0,266.0,0.0,0.0
3014,L3014_4233,61743.31,9.0,1098.0,1.0,3.0
3014,L3014_4234,24927.94,6.0,1454.0,0.0,0.0
3016,L3016_4235,88624.54,9.0,1434.0,0.0,0.0
3017,L3017_4236,11873.84,,611.0,0.0,0.0
3018,L3018_4237,30706.32,6.0,1469.0,0.0,0.0
3018,L3018_4238,13009.19,36.0,1003.0,0.0,0.0
3018,L3018_4239,38649.13,9.0,481.0,0.0,0.0
3019,L3019_4240,34190.76,,405.0,0.0,0.0
3020,L3020_4241,46788.59,12.0,849.0,0.0,0.0
3021,L3021_4242,31749.31,36.0,660.0,0.0,0.0
3021,L3021_4243,35550.0,36.0,1579.0,0.0,0.0
3021,L3021_4244,29703.59,12.0,475.0,0.0,0.0
3024,L3024_4245,98300.18,18.0,112.0,1.0,
3025,L3025_4246,23394.1,18.0,157.0,1.0,1.0
3025,L3025_4247,58386.93,36.0,419.0,0.0,0.0
3026,L3026_4248,57912.68,12.0,548.0,0.0,0.0
3026,L3026_4249,,36.0,552.0,1.0,3.0
3027,L3027_4250,16276.57,18.0,1107.0,0.0,0.0
3028,L3028_4251,92673.76,18.0,537.0,0.0,0.0
3029,L3029_4252,63237.91,18.0,1124.0,0.0,0.0
3030,L3030_4253,44633.47,18.0,1275.0,0.0,0.0
3031,L3031_4254,80242.3,18.0,865.0,1.0,7.0
3031,L3031_4255,119828.03,36.0,1554.0,0.0,0.0
3031,L3031_4256,53739.37,24.0,596.0,1.0,60.0
3032,L3032_4257,,36.0,211.0,0.0,0.0
3033,L3033_4258,14077.27,12.0,1216.0,1.0,30.0
3033,L3033_4259,42062.76,9.0,899.0,0.0,0.0
3036,L3036_4260,79311.23,18.0,1370.0,0.0,0.0
3037,L3037_4261,55203.76,24.0,,1.0,3.0
3037,L3037_4262,32950.24,36.0,1483.0,0.0,0.0
3037,L3037_4263,77511.1,3.0,89.0,1.0,7.0
3037,L3037_4264,60375.34,9.0,759.0,0.0,0.0
3037,L3037_4265,23418.78,36.0,837.0,0.0,0.0
3037,L3037_4266,51723.56,36.0,953.0,0.0,0.0
3038,L3038_4267,38703.0,24.0,1325.0,0.0,0.0
3039,L3039_4268,43575.12,3.0,95.0,1.0,15.0
3040,L3040_4269,44043.66,3.0,179.0,0.0,0.0
3041,L3041_4270,34761.11,12.0,,0.0,0.0
3042,L3042_4271,140002.81,6.0,486.0,0.0,0.0
3043,L3043_4272,41650.06,9.0,1276.0,0.0,0.0
3043,L3043_4273,49693.08,9.0,45.0,0.0,0.0
3045,L3045_4274,39668.53,36.0,189.0,0.0,0.0
3045,L3045_4275,30076.68,6.0,481.0,0.0,0.0
3045,L3045_4276,38101.99,18.0,1177.0,1.0,7.0
3045,L3045_4277,65020.26,18.0,1289.0,0.0,0.0
3045,L3045_4278,22916.65,24.0,474.0,0.0,0.0
3045,L3045_4279,67463.51,3.0,704.0,0.0,0.0
3046,L3046_4280,59561.87,24.0,1328.0,0.0,0.0
3046,L3046_4281,38601.92,24.0,506.0,0.0,0.0
3047,L3047_4282,41592.09,9.0,1506.0,0.0,0.0
3048,L3048_4283,93704.85,6.0,519.0,0.0,0.0
3049,L3049_4284,128001.88,12.0,243.0,0.0,0.0
3050,L3050_4285,50783.07,36.0,1318.0,1.0,
3050,L3050_4286,43365.37,3.0,799.0,0.0,0.0
3051,L3051_4287,74853.56,3.0,1584.0,0.0,0.0
3052,L3052_4288,22706.73,12.0,840.0,0.0,0.0
3052,L3052_4289,,24.0,429.0,0.0,0.0
3053,L3053_4290,22163.34,,1218.0,0.0,0.0
3054,L3054_4291,,9.0,1252.0,1.0,7.0
3055,L3055_4292,61584.02,18.0,646.0,0.0,0.0
3056,L3056_4293,30149.24,3.0,635.0,0.0,0.0
3056,L3056_4294,54439.0,,605.0,0.0,0.0
3058,L3058_4295,18858.19,6.0,1392.0,0.0,0.0
3058,L3058_4296,35755.89,3.0,1487.0,0.0,0.0
3059,L3059_4297,35496.95,6.0,463.0,0.0,0.0
3059,L3059_4298,168870.91,6.0,907.0,0.0,0.0
3060,L3060_4299,29937.61,24.0,991.0,0.0,0.0
3060,L3060_4300,42180.41,24.0,694.0,0.0,0.0
3061,L3061_4301,81369.46,12.0,870.0,1.0,1.0
3062,L3062_4302,74605.54,36.0,997.0,0.0,0.0
3062,L3062_4303,69217.98,3.0,663.0,1.0,1.0
3062,L3062_4304,48723.74,9.0,,0.0,0.0
3062,L3062_4305,59666.94,9.0,1588.0,0.0,0.0
3063,L3063_4306,50664.11,9.0,1302.0,0.0,0.0
3064,L3064_4307,32167.48,18.0,1307.0,,7.0
3064,L3064_4308,42243.45,36.0,1561.0,1.0,3.0
3064,L3064_4309,31769.47,36.0,1175.0,0.0,0.0
3064,L3064_4310,88100.43,6.0,994.0,1.0,30.0
3064,L3064_4311,21081.96,,975.0,1.0,30.0
3066,L3066_4312,158009.8,3.0,689.0,0.0,0.0
3066,L3066_4313,52389.58,18.0,811.0,0.0,0.0
3066,L3066_4314,61693.8,36.0,999.0,1.0,3.0
3067,L3067_4315,24663.79,18.0,959.0,0.0,0.0
3067,L3067_4316,113562.6,9.0,98.0,1.0,15.0
3069,L3069_4317,28762.95,3.0,370.0,1.0,15.0
3069,L3069_4318,79965.04,24.0,222.0,0.0,0.0
3070,L3070_4319,177953.85,9.0,685.0,0.0,0.0
3070,L3070_4320,46860.14,9.0,1218.0,1.0,7.0
3071,L3071_4321,77989.49,3.0,1370.0,1.0,7.0
3072,L3072_4322,99569.76,9.0,1356.0,0.0,
3072,L3072_4323,38906.19,36.0,774.0,1.0,7.0
3073,L3073_4324,38017.94,36.0,858.0,0.0,0.0
3073,L3073_4325,23034.17,,,0.0,0.0
3073,L3073_4326,38833.24,,1457.0,0.0,0.0
3074,L3074_4327,71665.81,12.0,481.0,0.0,0.0
3075,L3075_4328,50226.83,9.0,,0.0,0.0
3076,L3076_4329,59698.39,18.0,,0.0,0.0
3076,L3076_4330,25154.21,36.0,746.0,0.0,0.0
3077,L3077_4331,18571.42,24.0,875.0,1.0,7.0
3077,L3077_4332,42165.65,18.0,484.0,1.0,3.0
3077,L3077_4333,40775.16,3.0,797.0,1.0,60.0
3078,L3078_4334,19936.86,36.0,375.0,0.0,0.0
3079,L3079_4335,29686.43,18.0,713.0,0.0,0.0
3080,L3080_4336,58287.97,24.0,853.0,0.0,0.0
3080,L3080_4337,13520.48,24.0,1343.0,0.0,0.0
3081,L3081_4338,59658.24,3.0,661.0,0.0,0.0
3083,L3083_4339,31115.87,24.0,442.0,0.0,0.0
3084,L3084_4340,30099.12,,733.0,1.0,15.0
3085,L3085_4341,14919.58,,1311.0,0.0,0.0
3086,L3086_4342,122295.53,9.0,1197.0,0.0,0.0
3087,L3087_4343,32875.54,3.0,1431.0,0.0,0.0
3087,L3087_4344,28813.42,12.0,71.0,0.0,0.0
3090,L3090_4345,59106.39,9.0,421.0,0.0,0.0
3091,L3091_4346,33185.03,6.0,430.0,1.0,
3091,L3091_4347,27389.94,36.0,1387.0,1.0,1.0
3092,L3092_4348,,12.0,97.0,0.0,0.0
3092,L3092_4349,138572.91,24.0,372.0,0.0,0.0
3093,L3093_4350,20526.77,12.0,78.0,0.0,0.0
3094,L3094_4351,37049.56,18.0,377.0,0.0,0.0
3095,L3095_4352,25203.83,3.0,42.0,0.0,0.0
3096,L3096_4353,95744.18,18.0,252.0,0.0,0.0
3097,L3097_4354,148070.28,6.0,1327.0,0.0,0.0
3098,L3098_4355,35117.38,18.0,378.0,1.0,7.0
3099,L3099_4356,32135.94,12.0,1183.0,0.0,0.0
3100,L3100_4357,50058.99,24.0,506.0,0.0,0.0
3101,L3101_4358,45560.79,12.0,1225.0,0.0,0.0
3101,L3101_4359,107057.62,3.0,227.0,0.0,0.0
3101,L3101_4360,30980.77,18.0,366.0,0.0,0.0
3105,L3105_4361,56065.95,9.0,1381.0,0.0,0.0
3105,L3105_4362,137004.25,3.0,99.0,1.0,60.0
3106,L3106_4363,44932.79,36.0,1474.0,0.0,0.0
3106,L3106_4364,55617.3,,387.0,0.0,0.0
3107,L3107_4365,30889.74,12.0,611.0,0.0,0.0
3108,L3108_4366,62114.81,6.0,991.0,0.0,0.0
3108,L3108_4367,44813.42,36.0,214.0,1.0,15.0
3108,L3108_4368,32916.79,12.0,467.0,1.0,1.0
3110,L3110_4369,16368.82,36.0,163.0,1.0,30.0
3112,L3112_4370,51606.35,9.0,817.0,0.0,0.0
