application_id,client_id,employment_type,hash_id,region_coefficient_extended,age,incoming_amount,internal_decision_code,monthly_income,application_date,education,requested_product,channel,loan_amount,marketing_segment,post_loan_collection_score,region_coefficient,region,interest_rate,months_at_job,dependents,days_until_first_overdue,loan_term_months,siberia_northern_score,target
102652,2652,employee,,0.0,43.0,36505.87,,36505.87,2025-03-18,college,card,mobile,44232.4,segment_095,77.35,1.0,center,0.1932,184.0,0.0,1000.0,12.0,0.889134,0
106696,6696,employee,72156790.0,0.0,67.0,20834.67,approved_manual,20834.67,2025-01-20,school,pos,web,56682.31,segment_006,,1.0,center,0.1875,116.0,0.0,999.0,9.0,0.760791,0
105931,5931,employee,82465004.0,0.0,57.0,23868.8,approved_manual,23868.8,,school,,,54232.81,segment_044,193.96,,west,0.1608,187.0,0.0,999.0,9.0,0.036772,0
108903,8903,employee,67816690.0,0.0,28.0,42645.73,approved_auto,42645.73,2025-12-22,college,cash,call_center,61954.97,segment_101,455.69,1.0,siberia,,62.0,0.0,1001.0,,0.753956,0
107759,7759,employee,98553090.0,0.0,37.0,33650.19,manual_review_bad,33650.19,2025-03-14,school,,mobile,156745.97,segment_004,527.49,1.0,center,0.2042,24.0,0.0,127.0,12.0,0.476196,1
101719,1719,employee,76093470.0,0.0,52.0,61333.59,approved_auto,61333.59,2025-06-09,bachelor,cash,office,151053.14,segment_137,553.61,1.0,west,0.4565,233.0,2.0,999.0,48.0,0.490098,0
102983,2983,business,33892732.0,0.0,28.0,33406.46,approved_auto,33406.46,2025-02-10,bachelor,refinance,web,79688.36,segment_132,524.4,1.0,west,0.4741,19.0,1.0,,48.0,0.065263,0
104203,4203,self_employed,93208314.0,0.0,37.0,88109.81,,88109.81,2025-10-02,,card,partner,42075.81,segment_087,313.04,1.0,,0.169,51.0,1.0,1002.0,6.0,0.929752,0
105441,5441,employee,10987128.0,0.0,51.0,,late_flag,43557.54,2025-08-19,college,,web,143955.75,segment_093,500.59,1.0,center,0.2744,149.0,1.0,,24.0,0.500573,0
107833,7833,employee,57926593.0,0.0,40.0,53534.08,approved_auto,53534.08,2025-05-14,bachelor,card,web,86029.44,segment_136,473.58,1.0,,0.2694,26.0,0.0,999.0,24.0,,0
107083,7083,unemployed,84636233.0,0.0,67.0,18000.0,collections,18000.0,2025-09-27,master,cash,office,100368.06,segment_028,,1.0,west,0.4671,29.0,2.0,999.0,36.0,0.36521,0
107804,7804,employee,87029361.0,0.0,56.0,43051.22,,43051.22,2025-09-21,school,card,call_center,54733.88,segment_096,,1.0,siberia,0.2695,202.0,0.0,,24.0,0.078607,0
108286,8286,,55202758.0,0.0,35.0,22164.84,manual_review_bad,22164.84,2025-07-13,master,card,web,79966.31,segment_002,868.22,1.0,siberia,0.3652,3.0,0.0,,24.0,0.985114,1
104302,4302,employee,36917249.0,0.0,34.0,44470.35,collections,,2025-03-06,college,cash,mobile,103083.95,segment_144,821.57,1.0,center,0.4364,,1.0,28.0,36.0,0.001453,1
101314,1314,employee,67364188.0,0.0,21.0,32729.26,manual_review_bad,32729.26,2025-11-30,college,cash,mobile,81171.59,segment_087,792.23,1.0,siberia,0.177,,1.0,,9.0,0.488366,1
107732,7732,employee,41746979.0,0.0,42.0,33316.01,collections,33316.01,2025-05-28,bachelor,,office,,segment_089,534.31,1.0,west,0.1912,144.0,1.0,141.0,12.0,0.341088,1
107041,7041,employee,82447734.0,0.0,61.0,26834.91,late_flag,26834.91,2025-04-03,master,cash,partner,225982.81,segment_107,1000.0,1.0,south,0.2806,179.0,0.0,,18.0,0.541552,1
103306,3306,,95030566.0,0.0,51.0,45296.41,approved_auto,45296.41,2025-09-04,college,refinance,call_center,20000.0,,533.08,1.0,east,0.1896,82.0,3.0,365.0,18.0,0.680828,0
100102,102,contractor,48279363.0,0.0,66.0,26592.83,late_flag,26592.83,2025-01-31,bachelor,card,web,54460.21,segment_100,,1.0,siberia,0.2913,,0.0,117.0,24.0,0.178023,1
100320,320,business,97330652.0,0.0,51.0,28110.41,late_flag,28110.41,2025-06-30,master,pos,mobile,64380.53,segment_019,641.4,1.0,north,0.1937,62.0,1.0,124.0,9.0,0.331601,1
106349,6349,,14122730.0,0.0,25.0,39465.75,approved_auto,39465.75,2025-10-05,,refinance,web,167331.67,segment_144,240.53,,ural,0.2731,33.0,0.0,1000.0,,0.315858,0
100626,626,employee,32916182.0,0.0,42.0,65586.08,,65586.08,2025-01-10,school,cash,web,40499.18,segment_143,,1.0,ural,0.1662,186.0,2.0,1001.0,12.0,0.754217,0
108931,8931,unemployed,74132521.0,0.0,53.0,18000.0,late_flag,18000.0,2025-12-01,bachelor,,web,21437.87,segment_035,,1.0,ural,0.2638,0.0,1.0,,12.0,0.123203,1
108872,8872,self_employed,23417483.0,,26.0,28128.71,manual_review_bad,28128.71,,master,cash,web,91772.29,segment_135,789.8,1.0,center,0.3962,0.0,2.0,,,0.147041,1
105410,5410,employee,77784755.0,0.0,49.0,29562.54,,29562.54,2025-12-17,bachelor,cash,mobile,43417.42,segment_104,420.44,1.0,south,0.1687,215.0,0.0,1002.0,6.0,0.76377,0
101517,1517,,75244855.0,0.0,27.0,44706.6,,,,school,card,mobile,54826.41,segment_008,410.57,1.0,east,0.48,7.0,0.0,1000.0,48.0,0.833065,0
108002,8002,employee,51708148.0,0.0,37.0,18000.0,approved_auto,18000.0,2025-11-11,school,cash,mobile,86195.99,segment_125,,1.0,west,0.1722,21.0,1.0,,12.0,0.437856,0
104909,4909,unemployed,25002993.0,0.0,44.0,18000.0,manual_review_bad,18000.0,2025-11-21,bachelor,card,call_center,96588.32,segment_086,721.17,1.0,siberia,0.2528,66.0,,108.0,12.0,0.684016,1
101562,1562,contractor,48946837.0,0.0,47.0,34785.23,approved_manual,34785.23,2025-12-29,college,auto,call_center,52322.32,segment_073,347.24,,west,0.1589,72.0,,,12.0,0.286683,0
101742,1742,employee,28168690.0,0.0,40.0,18000.0,manual_review_bad,18000.0,2025-06-12,school,auto,mobile,57753.63,segment_030,169.85,1.0,center,0.247,124.0,2.0,,18.0,0.938058,0
102927,2927,unemployed,96899925.0,0.0,,18000.0,late_flag,18000.0,2025-11-05,bachelor,card,mobile,94906.65,segment_045,605.68,1.0,north,0.2195,25.0,1.0,112.0,12.0,,1
100335,335,employee,99459224.0,0.0,64.0,31503.36,collections,31503.36,2025-07-04,bachelor,cash,web,74145.49,segment_091,145.11,1.0,center,,213.0,1.0,1001.0,12.0,0.402125,0
102612,2612,employee,70733548.0,0.0,49.0,18000.0,vip,18000.0,2025-12-12,bachelor,pos,office,61686.35,segment_010,373.87,1.0,south,0.2889,95.0,0.0,999.0,24.0,0.350634,0
106438,6438,contractor,41540854.0,0.0,53.0,50365.91,,50365.91,,school,cash,mobile,73485.3,segment_093,91.75,1.0,,0.219,106.0,0.0,1000.0,12.0,0.525989,0
101513,1513,employee,61269814.0,0.0,39.0,45453.82,approved_manual,45453.82,,college,pos,web,126807.35,segment_099,184.72,1.0,east,0.2889,121.0,0.0,,24.0,0.295068,0
103609,3609,self_employed,42969599.0,0.0,,71411.32,approved_manual,71411.32,2025-12-03,master,,mobile,100610.23,segment_004,632.38,1.0,,0.2636,285.0,0.0,,18.0,0.765241,0
102007,2007,contractor,17511305.0,0.0,56.0,44437.76,approved_auto,44437.76,2025-07-18,,,web,50615.95,segment_050,426.55,1.0,center,0.1543,49.0,0.0,,9.0,0.291673,0
100462,462,contractor,51698671.0,0.0,66.0,59225.82,manual_review_bad,59225.82,2025-09-22,college,cash,office,163958.37,segment_004,,1.0,siberia,0.2282,168.0,0.0,6.0,12.0,,1
104225,4225,unemployed,92226871.0,0.0,23.0,18000.0,approved_auto,18000.0,2025-02-07,bachelor,pos,mobile,126840.23,segment_130,625.51,1.0,ural,0.2588,0.0,0.0,999.0,12.0,0.669288,1
103940,3940,,91982486.0,0.0,51.0,18000.0,manual_review_bad,18000.0,2025-03-02,bachelor,refinance,partner,33371.79,,,1.0,center,0.2786,,,,12.0,0.663087,1
103140,3140,employee,55354317.0,0.0,37.0,33322.48,approved_manual,33322.48,,school,,web,52755.31,segment_140,284.64,1.0,center,0.3781,164.0,0.0,999.0,36.0,0.867862,0
103081,3081,,37624299.0,0.0,38.0,48119.18,approved_manual,48119.18,2025-04-21,bachelor,cash,web,34931.02,segment_134,592.81,1.0,siberia,0.3805,25.0,0.0,,,0.305162,0
100009,9,employee,46193191.0,0.0,41.0,48819.06,vip,48819.06,2025-01-01,college,cash,office,75714.25,segment_068,544.52,1.0,north,0.2129,146.0,2.0,180.0,18.0,0.996839,0
107856,7856,employee,54544884.0,,53.0,31281.31,approved_auto,31281.31,2025-11-09,school,cash,web,227157.63,segment_085,448.39,1.0,north,0.4348,247.0,2.0,,36.0,0.525825,0
100100,100,employee,56648759.0,0.0,35.0,26155.28,approved_manual,26155.28,2025-10-17,college,card,office,158842.7,segment_061,,1.0,west,0.2978,46.0,1.0,730.0,24.0,0.659258,0
101514,1514,employee,,0.0,40.0,46192.7,manual_review_bad,,2025-09-18,college,cash,partner,263515.11,segment_035,703.69,1.0,north,0.1973,70.0,0.0,23.0,12.0,0.138903,1
104217,4217,business,52944517.0,0.0,61.0,81755.14,,81755.14,2025-08-23,college,cash,mobile,89745.6,,497.14,1.0,west,0.1713,24.0,2.0,90.0,12.0,0.77992,0
106183,6183,employee,96384151.0,0.0,42.0,60628.51,approved_manual,60628.51,2025-12-28,school,card,web,33384.2,segment_065,350.72,1.0,center,0.46,67.0,0.0,,36.0,0.402174,0
108947,8947,unemployed,68951003.0,0.0,41.0,18000.0,manual_review_bad,18000.0,2025-03-24,bachelor,,office,77238.96,segment_135,,1.0,center,0.4493,33.0,,113.0,,0.984409,1
108233,8233,self_employed,78875218.0,0.0,42.0,39480.21,collections,39480.21,2025-03-22,bachelor,,mobile,114209.38,segment_025,,1.0,east,0.1836,69.0,0.0,85.0,12.0,0.979298,1
106797,6797,employee,91229838.0,0.0,43.0,21247.1,late_flag,21247.1,2025-04-18,college,auto,web,68130.81,segment_056,740.45,1.0,center,0.2427,105.0,2.0,26.0,18.0,0.163517,1
101841,1841,employee,99449072.0,0.0,52.0,32478.74,collections,32478.74,2025-04-20,school,cash,office,75720.44,segment_084,94.51,1.0,center,0.2572,208.0,1.0,,24.0,0.904484,0
102129,2129,contractor,23399947.0,0.0,63.0,33817.24,,33817.24,2025-01-08,bachelor,pos,call_center,25901.02,segment_055,,1.0,west,0.1911,42.0,0.0,1001.0,12.0,0.808693,0
100032,32,employee,87787859.0,,26.0,40359.86,,40359.86,2025-06-24,master,cash,mobile,40665.55,segment_145,641.07,,east,0.2694,78.0,1.0,180.0,24.0,0.191371,0
104845,4845,self_employed,33130166.0,0.0,22.0,50007.07,late_flag,50007.07,2025-11-05,college,cash,web,116083.93,segment_059,,1.0,west,0.48,28.0,0.0,54.0,48.0,0.661534,1
101510,1510,,70320990.0,0.0,46.0,51121.45,,51121.45,2025-02-22,school,cash,office,64333.98,segment_064,,1.0,east,0.165,,1.0,999.0,12.0,0.27628,0
106856,6856,employee,67684393.0,0.0,49.0,57019.17,approved_auto,57019.17,,bachelor,card,partner,91566.39,segment_086,144.03,1.0,siberia,0.342,76.0,0.0,999.0,24.0,0.537161,0
102895,2895,employee,55869201.0,0.0,31.0,36753.41,approved_auto,,2025-04-26,master,refinance,mobile,31949.26,segment_079,353.84,1.0,south,0.4124,46.0,2.0,999.0,36.0,0.665108,0
100867,867,contractor,12082525.0,,62.0,25360.27,approved_auto,25360.27,2025-03-28,bachelor,auto,web,104451.43,segment_033,321.98,1.0,,0.48,35.0,2.0,1001.0,48.0,0.500424,0
107138,7138,contractor,16626997.0,0.0,56.0,29645.54,manual_review_bad,29645.54,2025-07-09,college,cash,,101549.34,segment_100,741.12,1.0,east,0.4171,0.0,3.0,,36.0,0.27984,1
100759,759,employee,77929682.0,0.0,60.0,61083.18,,61083.18,2025-05-11,bachelor,cash,mobile,58673.08,segment_098,,1.0,ural,0.3049,156.0,1.0,1001.0,24.0,0.401482,0
108655,8655,employee,41997385.0,0.0,27.0,36265.6,vip,,2025-02-18,college,cash,partner,,segment_028,503.99,1.0,west,0.2897,,,30.0,24.0,0.907464,0
106910,6910,business,56011376.0,0.0,34.0,85379.46,,85379.46,2025-07-04,bachelor,pos,office,,segment_061,,1.0,center,0.4597,98.0,,1000.0,48.0,0.478682,0
100541,541,unemployed,,0.0,57.0,18000.0,manual_review_bad,18000.0,2025-08-15,master,pos,call_center,40099.68,segment_128,734.59,1.0,,0.4467,66.0,,61.0,36.0,0.780202,1
101329,1329,self_employed,40791284.0,0.0,37.0,21828.38,manual_review_bad,21828.38,2025-04-10,bachelor,card,call_center,74704.33,segment_056,675.97,1.0,center,0.2643,,0.0,125.0,18.0,0.813682,1
103246,3246,employee,25424313.0,0.0,54.0,20150.24,approved_auto,20150.24,2025-10-10,school,cash,web,165384.91,segment_115,,1.0,south,0.3262,105.0,1.0,,24.0,0.828377,0
108486,8486,employee,99957584.0,0.0,43.0,27389.02,manual_review_bad,27389.02,2025-08-15,bachelor,cash,mobile,111063.1,segment_107,816.25,1.0,east,0.1685,,0.0,,12.0,0.788362,1
107930,7930,business,75502850.0,0.0,32.0,,,34564.86,2025-01-15,college,cash,web,,segment_076,,1.0,south,0.2422,21.0,1.0,,18.0,,1
107876,7876,self_employed,,,51.0,65916.28,approved_manual,65916.28,2025-12-30,,refinance,office,,segment_014,260.94,1.0,east,0.2422,,0.0,,,0.651003,0
105435,5435,employee,35514222.0,0.0,26.0,75455.21,approved_manual,75455.21,2025-07-16,college,pos,mobile,20000.0,segment_025,215.72,1.0,siberia,0.3004,22.0,1.0,1000.0,24.0,0.017728,0
103480,3480,contractor,56967371.0,0.0,33.0,45877.27,approved_auto,45877.27,2025-04-17,school,cash,web,,segment_098,858.1,,west,0.2366,121.0,1.0,,12.0,0.602399,0
107836,7836,self_employed,94372152.0,0.0,66.0,29487.49,collections,29487.49,2025-04-30,bachelor,pos,mobile,31713.44,segment_134,497.96,1.0,,0.3024,174.0,,999.0,,0.735527,0
107212,7212,unemployed,35864182.0,,59.0,18000.0,manual_review_bad,18000.0,2025-06-07,college,card,mobile,59246.32,segment_113,580.39,1.0,center,0.3596,35.0,2.0,116.0,24.0,0.488012,1
108291,8291,employee,33780539.0,,62.0,31804.71,approved_auto,31804.71,2025-08-22,bachelor,refinance,office,28253.13,segment_075,524.19,1.0,ural,0.259,69.0,2.0,1000.0,24.0,0.19658,0
104636,4636,employee,15025595.0,0.0,64.0,95764.06,approved_manual,95764.06,2025-05-22,bachelor,cash,mobile,65932.9,segment_025,226.18,1.0,,0.3163,286.0,1.0,999.0,24.0,0.350162,0
102834,2834,self_employed,69602855.0,0.0,26.0,62599.71,late_flag,62599.71,2025-07-25,,pos,mobile,120789.83,,776.05,1.0,siberia,0.2972,19.0,2.0,,24.0,0.437412,1
108990,8990,employee,72278528.0,0.0,41.0,78453.74,manual_review_bad,78453.74,2025-04-03,bachelor,auto,web,64223.39,segment_137,307.21,1.0,south,0.29,200.0,1.0,,24.0,0.008539,0
103051,3051,employee,96829783.0,0.0,37.0,32717.89,approved_manual,32717.89,2025-06-05,school,cash,mobile,55525.66,segment_147,204.97,1.0,ural,0.2913,18.0,2.0,,24.0,0.95718,0
106487,6487,employee,80117816.0,0.0,38.0,80084.37,approved_auto,80084.37,2025-12-06,school,cash,partner,97122.83,segment_038,563.95,1.0,ural,0.4036,82.0,0.0,,36.0,0.146519,0
104507,4507,employee,23180103.0,0.0,35.0,34252.2,approved_auto,34252.2,2025-05-11,school,refinance,,25391.96,segment_052,541.97,1.0,west,0.2087,29.0,0.0,1002.0,12.0,0.283766,0
101771,1771,employee,42114018.0,0.0,23.0,45985.64,late_flag,45985.64,2025-06-18,school,cash,mobile,,segment_044,,1.0,ural,0.2023,42.0,0.0,1001.0,12.0,0.482127,0
101689,1689,employee,94017021.0,0.0,32.0,49600.19,approved_auto,49600.19,2025-07-19,college,cash,web,77687.01,segment_103,195.76,1.0,center,0.3331,121.0,1.0,,36.0,0.319661,0
105973,5973,employee,71676821.0,0.0,31.0,28279.1,,28279.1,2025-07-12,master,pos,call_center,41788.26,segment_031,,1.0,west,0.2708,122.0,0.0,1000.0,24.0,0.16404,0
102311,2311,employee,52331137.0,0.0,27.0,45154.99,late_flag,45154.99,2025-12-27,college,card,partner,30977.14,segment_068,298.59,,ural,0.268,0.0,0.0,,24.0,,1
107235,7235,employee,58610937.0,0.0,47.0,39072.8,approved_auto,39072.8,2025-04-07,school,pos,web,30725.71,segment_127,520.91,1.0,center,0.1861,100.0,0.0,1000.0,12.0,0.310791,0
101198,1198,employee,13737246.0,0.0,43.0,34611.96,,34611.96,2025-07-16,school,auto,office,78649.49,segment_086,581.49,1.0,siberia,0.2458,64.0,0.0,1001.0,18.0,0.926374,0
104830,4830,,38292585.0,0.0,35.0,63777.67,,63777.67,2025-07-28,school,auto,web,,segment_005,495.99,1.0,east,0.2151,48.0,1.0,124.0,18.0,0.357823,1
102378,2378,employee,57488296.0,0.0,45.0,57620.1,,57620.1,2025-11-21,bachelor,card,office,45072.03,segment_141,308.75,1.0,north,0.3784,48.0,3.0,1002.0,36.0,0.946666,0
106991,6991,employee,54206737.0,0.0,41.0,43631.83,approved_auto,43631.83,2025-12-14,master,cash,call_center,155404.22,segment_059,236.88,1.0,east,0.2122,121.0,0.0,365.0,18.0,0.706971,0
102518,2518,business,85611215.0,0.0,67.0,57004.51,,57004.51,2025-11-16,bachelor,card,office,42376.88,segment_134,258.21,1.0,west,0.2649,292.0,0.0,1000.0,24.0,0.838225,0
103640,3640,employee,42372869.0,,34.0,,approved_auto,,2025-02-08,bachelor,pos,office,36755.64,segment_011,597.0,1.0,ural,0.1398,39.0,1.0,,,0.959474,0
108431,8431,business,74781345.0,0.0,41.0,40771.77,,40771.77,2025-07-08,college,cash,mobile,49972.48,,,1.0,,0.209,201.0,0.0,,18.0,0.612384,0
102317,2317,business,97605565.0,0.0,33.0,83649.65,manual_review_bad,83649.65,2025-06-27,college,pos,mobile,132979.7,segment_063,759.67,1.0,south,0.2861,,1.0,131.0,18.0,0.747308,1
100602,602,contractor,47626013.0,0.0,52.0,35827.34,approved_manual,35827.34,2025-08-17,bachelor,cash,call_center,155704.93,segment_045,293.28,1.0,ural,0.214,166.0,0.0,,18.0,0.079846,0
101189,1189,,18842384.0,0.0,64.0,22869.65,manual_review_bad,22869.65,2025-03-21,college,cash,call_center,55862.64,segment_035,,1.0,center,0.1801,142.0,2.0,,9.0,0.026651,1
106701,6701,contractor,16922591.0,0.0,43.0,,,27443.57,2025-10-17,bachelor,pos,call_center,73533.33,segment_022,644.95,1.0,east,0.1485,84.0,1.0,119.0,9.0,0.421113,1
105337,5337,employee,54449683.0,0.0,53.0,31641.59,manual_review_bad,31641.59,2025-01-29,bachelor,card,partner,61559.35,segment_109,577.06,1.0,east,0.1925,229.0,1.0,45.0,12.0,0.985178,1
107471,7471,self_employed,,0.0,45.0,66597.26,approved_auto,66597.26,2025-02-21,master,refinance,mobile,,segment_060,413.36,1.0,center,0.424,175.0,0.0,,36.0,0.368635,0
103704,3704,contractor,42646230.0,0.0,33.0,44183.65,late_flag,44183.65,2025-03-06,school,pos,mobile,36287.09,segment_127,626.64,1.0,center,0.3234,35.0,1.0,,18.0,0.379553,1
100812,812,business,,0.0,27.0,129516.48,approved_auto,129516.48,,master,cash,call_center,239890.41,segment_003,377.4,1.0,center,0.1595,41.0,,365.0,9.0,0.237629,0
103963,3963,contractor,45499206.0,0.0,60.0,54065.29,approved_auto,54065.29,2025-08-28,bachelor,cash,partner,46082.78,segment_147,241.87,1.0,center,0.2378,171.0,1.0,365.0,18.0,0.002041,0
104075,4075,unemployed,,0.0,40.0,,manual_review_bad,18000.0,2025-04-17,bachelor,cash,call_center,48829.67,segment_018,771.04,1.0,center,0.3365,11.0,2.0,,18.0,0.569514,1
103347,3347,employee,46566301.0,0.0,38.0,87781.02,approved_auto,87781.02,2025-05-22,school,auto,mobile,67682.18,segment_088,356.3,1.0,south,0.2983,115.0,0.0,30.0,24.0,0.119477,0
101148,1148,contractor,81960038.0,0.0,43.0,49089.26,approved_manual,49089.26,2025-07-06,master,card,web,49750.85,segment_033,518.3,1.0,north,,72.0,2.0,1000.0,24.0,0.36539,0
107723,7723,self_employed,70251852.0,0.0,33.0,71845.44,,71845.44,2025-10-03,bachelor,card,office,50443.37,segment_093,603.18,1.0,north,0.1742,77.0,0.0,,12.0,0.80778,0
105510,5510,employee,90096068.0,0.0,52.0,,approved_auto,27040.51,2025-07-12,school,cash,partner,88143.06,segment_073,286.07,,south,0.2445,45.0,0.0,1001.0,18.0,0.900406,0
106946,6946,employee,18492344.0,,51.0,37776.87,,37776.87,2025-12-26,college,cash,mobile,,segment_129,,1.0,south,,308.0,0.0,999.0,36.0,,0
105445,5445,contractor,31853852.0,0.0,41.0,24682.42,approved_manual,24682.42,,bachelor,cash,partner,65254.19,segment_140,566.91,1.0,east,0.2614,,1.0,54.0,24.0,0.188116,1
104997,4997,self_employed,90313896.0,0.0,,97094.59,approved_auto,97094.59,2025-07-12,,card,web,52847.02,segment_131,410.29,1.0,,0.3711,24.0,1.0,,24.0,0.609571,0
100466,466,self_employed,90629599.0,0.0,61.0,66330.67,manual_review_bad,66330.67,2025-05-27,bachelor,cash,office,36577.65,segment_026,,1.0,south,0.36,220.0,1.0,124.0,36.0,0.473403,1
105708,5708,employee,57693190.0,0.0,60.0,33768.58,manual_review_bad,33768.58,2025-11-17,bachelor,auto,mobile,43521.06,segment_085,354.12,1.0,center,0.2665,311.0,2.0,1001.0,18.0,0.946835,0
105287,5287,contractor,76101852.0,0.0,41.0,90630.46,approved_auto,90630.46,2025-07-23,college,card,partner,40277.57,segment_081,,1.0,ural,0.4028,39.0,,999.0,36.0,0.262449,0
100292,292,contractor,17868172.0,0.0,57.0,26401.91,approved_manual,26401.91,,college,cash,partner,158571.37,segment_120,571.9,1.0,siberia,0.1902,,0.0,999.0,12.0,0.289733,0
102997,2997,self_employed,20693479.0,0.0,22.0,53330.97,,53330.97,2025-11-14,master,cash,office,,segment_141,710.41,1.0,siberia,0.2484,0.0,0.0,61.0,18.0,0.06915,1
100961,961,contractor,38076408.0,0.0,38.0,30208.4,approved_auto,30208.4,2025-11-08,college,cash,partner,26491.62,segment_003,244.43,1.0,north,0.1919,7.0,0.0,1002.0,12.0,0.671361,0
107304,7304,business,84407073.0,0.0,35.0,47504.66,late_flag,47504.66,2025-09-12,,pos,call_center,57515.14,segment_004,621.56,1.0,west,0.2362,39.0,1.0,,12.0,0.149064,1
102363,2363,employee,29797588.0,0.0,66.0,41215.01,vip,41215.01,2025-08-10,bachelor,pos,mobile,61464.65,segment_133,,1.0,siberia,0.16,98.0,0.0,1001.0,12.0,0.713682,0
103095,3095,self_employed,94205184.0,0.0,45.0,39551.03,approved_auto,39551.03,2025-11-10,bachelor,pos,web,124223.62,segment_084,232.51,1.0,siberia,0.288,19.0,1.0,1000.0,24.0,0.412366,0
109000,9000,business,13539899.0,0.0,21.0,18000.0,approved_manual,18000.0,2025-01-06,college,cash,partner,138910.53,segment_075,456.37,1.0,south,0.1888,17.0,0.0,,12.0,0.397432,0
106200,6200,self_employed,13755587.0,0.0,30.0,,approved_auto,78918.6,2025-11-27,master,card,partner,48422.96,segment_001,,1.0,south,0.2432,23.0,,,18.0,0.311289,1
108139,8139,employee,99214285.0,0.0,46.0,27203.21,late_flag,27203.21,2025-10-01,bachelor,card,mobile,75305.21,segment_002,578.24,1.0,,0.1709,50.0,0.0,,6.0,0.550164,1
106290,6290,employee,94141976.0,0.0,43.0,23070.99,manual_review_bad,23070.99,2025-07-27,school,cash,,48516.88,segment_020,746.3,1.0,west,0.2065,35.0,0.0,97.0,12.0,0.857369,1
101254,1254,contractor,83979349.0,,32.0,37942.76,,37942.76,2025-10-02,school,card,,52293.64,segment_042,751.82,1.0,siberia,0.4245,3.0,1.0,91.0,36.0,0.617558,1
101407,1407,business,26504572.0,0.0,23.0,36047.63,late_flag,36047.63,2025-06-13,school,pos,call_center,112775.98,segment_102,841.42,1.0,south,0.1467,,1.0,102.0,9.0,0.750675,1
106751,6751,contractor,76294209.0,0.0,49.0,19985.68,manual_review_bad,19985.68,2025-10-08,bachelor,cash,office,110661.2,segment_108,,,south,0.1683,,0.0,55.0,6.0,0.607929,1
108545,8545,employee,,0.0,22.0,43686.03,collections,43686.03,2025-02-22,master,cash,,70766.8,segment_047,251.01,1.0,ural,0.294,30.0,1.0,21.0,24.0,0.708488,1
103778,3778,employee,71598656.0,0.0,23.0,50782.86,approved_auto,50782.86,2025-03-02,bachelor,pos,web,41881.69,,513.3,1.0,center,0.3962,46.0,1.0,,36.0,,0
100595,595,employee,84357213.0,0.0,40.0,45898.67,,45898.67,2025-01-30,bachelor,cash,office,87837.65,segment_114,571.09,1.0,siberia,0.1806,62.0,0.0,,,0.190789,0
103054,3054,contractor,92108655.0,0.0,36.0,,approved_auto,37651.56,2025-03-18,,pos,partner,51285.55,segment_061,682.68,1.0,center,0.48,39.0,0.0,999.0,48.0,0.044362,0
107157,7157,employee,96304279.0,,31.0,66874.32,approved_manual,66874.32,2025-09-28,master,refinance,,100047.69,segment_126,378.24,,south,0.3909,135.0,2.0,999.0,36.0,0.501418,0
104380,4380,business,16149896.0,0.0,25.0,28926.8,late_flag,28926.8,2025-01-31,college,refinance,office,65129.07,segment_117,,1.0,south,0.2407,61.0,1.0,10.0,12.0,0.291471,1
103796,3796,contractor,46856851.0,0.0,61.0,30826.44,approved_auto,30826.44,2025-10-02,bachelor,cash,,28851.65,segment_098,239.57,1.0,siberia,0.4634,70.0,0.0,999.0,48.0,0.055507,0
108909,8909,employee,93626929.0,0.0,,32798.52,collections,32798.52,2025-12-18,,cash,call_center,109577.1,segment_050,739.91,1.0,center,0.2227,27.0,1.0,17.0,9.0,,1
105324,5324,employee,18278448.0,0.0,43.0,63358.63,approved_auto,63358.63,2025-05-27,bachelor,refinance,web,64286.67,segment_064,253.98,1.0,center,0.2525,149.0,0.0,180.0,18.0,0.465701,0
108031,8031,employee,,,,27585.01,late_flag,27585.01,2025-06-12,bachelor,card,web,35620.01,,873.96,1.0,east,0.1885,54.0,0.0,999.0,12.0,0.948303,1
107237,7237,employee,36027071.0,0.0,61.0,48139.8,vip,48139.8,2025-12-12,school,card,mobile,,segment_092,,1.0,center,,74.0,2.0,90.0,12.0,0.375048,0
107349,7349,business,76643223.0,0.0,61.0,63747.66,approved_manual,63747.66,2025-10-18,bachelor,card,call_center,44203.76,,510.67,1.0,south,0.1556,242.0,0.0,1000.0,,0.170068,0
102583,2583,employee,89426625.0,0.0,,61498.34,late_flag,61498.34,,master,cash,mobile,46114.39,segment_146,737.84,1.0,east,0.2454,43.0,1.0,145.0,,0.247151,1
107587,7587,contractor,90745747.0,0.0,65.0,25219.17,approved_auto,,2025-07-19,school,pos,mobile,50201.1,segment_102,580.69,1.0,center,0.48,100.0,2.0,86.0,48.0,0.435785,1
101331,1331,business,64122683.0,,55.0,40335.28,approved_manual,40335.28,2025-03-30,college,cash,partner,178944.01,segment_053,296.57,1.0,center,0.2172,260.0,0.0,999.0,18.0,0.469925,0
103951,3951,employee,51397944.0,0.0,38.0,41940.83,manual_review_bad,41940.83,2025-10-28,,pos,web,55257.33,segment_137,564.74,1.0,siberia,0.2642,67.0,0.0,90.0,24.0,0.389377,1
102575,2575,contractor,16826720.0,,26.0,31820.78,approved_auto,31820.78,2025-07-21,bachelor,cash,web,58985.39,segment_082,297.96,1.0,south,0.1869,48.0,0.0,730.0,9.0,0.940888,0
